semnatic_similarity_with_src,sentiment_analysis_with_src,sentence_entropy,bert-score,summary_score
0.953514218,1,2.584962501,0.759294331,0.869520366
0.922545075,1,3.169925001,0.762549937,0.767383695
0.81419003,1,2,0.778222561,0.221532077
0.795707226,1,3.584962501,0.713192821,0.869520366
0.956968367,1,4.169925001,0.833649218,0.919477642
0.880513668,0,3.906890596,0.745179474,0.556236327
0.936988413,0,3.169925001,0.75281775,0.869520366
0.907219887,0,2.807354922,0.763609111,0.599668324
0.887947857,0,2.584962501,0.770183742,0.767383695
0.817706108,1,3.169925001,0.724549532,0.869520366
0.862881005,0,2.584962501,0.764185727,0.767383695
0.816778302,0,3.459431619,0.700601876,0.869520366
0.67092818,0,1.034711058,0.236877576,0.213728592
0.531394124,0,2.584962501,0.619739711,0.221532077
0.852342963,1,3,0.669519722,0.221532077
0.938840032,1,3.773557262,0.811077833,0.869520366
0.832726717,0,3.584962501,0.727038205,0.767383695
0.68448025,0,3.169925001,0.631395578,0.526093841
0.603115201,0,3.169925001,0.664332688,0.767383695
0.899101675,0,3.169925001,0.827360332,0.599668324
0.614149749,1,1.536712627,0.17314896,0.200108826
0.887525916,1,3.459431619,0.724826694,0.869520366
0.838802993,0,3.121928095,0.708799541,0.601856232
0.935963511,1,3.584962501,0.75222373,0.767383695
0.839183807,0,3.807354922,0.7051543,0.767383695
0.810847044,0,3.546593564,0.633611619,0.556236327
0.884294331,0,3,0.785627425,0.599668324
0.889674544,0,3,0.768594921,0.592324436
0.874527037,0,3,0.771321356,0.767383695
0.843656301,1,3.584962501,0.818996906,0.599668324
0.861043215,1,2.321928095,0.749125063,0.599668324
0.831597447,0,3.584962501,0.733456433,0.526093841
0.852357805,1,3.321928095,0.659555852,0.767383695
0.717883945,0,3.459431619,0.649368227,0.767383695
0.712408662,1,3.807354922,0.631930113,0.767383695
0.899261355,1,3.459431619,0.63697803,0.599668324
0.74992466,1,3.773557262,0.708405793,0.767383695
0.957294703,1,3.321928095,0.804181218,0.869520366
0.766126037,1,2.584962501,0.623417914,0.592324436
0.885785043,0,3,0.827810824,0.869520366
0.767210484,0,3.584962501,0.685306907,0.405639619
0.904406667,0,3.418295834,0.819758594,0.464122891
0.70819056,0,2,0.597320378,0.592324436
0.667942345,1,2.584962501,0.590306282,0.200108826
0.875085473,1,3,0.677851439,0.767383695
0.796651363,0,3.169925001,0.727225363,0.601856232
0.731582284,0,3.459431619,0.614161313,0.599668324
0.837064803,1,3.169925001,0.792019665,0.869520366
0.847748995,0,3.418295834,0.782856822,0.919477642
0.784152925,1,4,0.68269515,0.919477642
0.83083576,0,2.321928095,0.752107203,0.352907121
0.795019269,1,3.773557262,0.796382964,0.599668324
0.797343731,0,3.459431619,0.755282044,0.869520366
0.761064649,0,2.807354922,0.689923465,0.221532077
0.905438364,1,3.700439718,0.70556879,0.592324436
0.896478236,0,3.277613437,0.870034754,0.767383695
0.899545193,0,3.321928095,0.711555958,0.869520366
0.669401646,1,1.584962501,0.613175035,0.221532077
0.816816449,1,3.169925001,0.722682416,0.869520366
0.89894408,1,2.321928095,0.656361282,0.221532077
0.85154599,0,3.584962501,0.889980495,0.767383695
0.861877561,1,3,0.765823722,0.592324436
0.922268867,0,2.321928095,0.764601469,0.221532077
0.7880283,0,3,0.748712599,0.599668324
0.925841808,0,2.584962501,0.760093391,0.869520366
0.774059951,1,3,0.616919994,0.221532077
0.674750805,0,2,0.565270662,0.601856232
0.575359702,0,2.321928095,0.448909968,0.213728592
0.879166305,1,3.321928095,0.790897787,0.201786727
0.856049836,0,2.584962501,0.68473357,0.316336036
0.845318556,1,3.418295834,0.809056103,0.601856232
0.81673938,1,3.584962501,0.753000379,0.767383695
0.921351492,0,3,0.825918198,0.405639619
0.772266448,0,3.321928095,0.737375379,0.526093841
0.901505113,0,2.584962501,0.773472846,0.767383695
0.942299187,1,3.906890596,0.871556282,0.869520366
0.661027312,1,2.321928095,0.532100022,0.556236327
0.912646651,1,3.75,0.822731674,0.556236327
0.854270637,0,3,0.745501459,0.349634767
0.831520855,1,3.321928095,0.79717809,0.767383695
0.872707665,0,3.640223929,0.800177515,0.869520366
0.848031521,1,3.169925001,0.816963494,0.869520366
0.922982275,1,3.321928095,0.785246015,0.919477642
0.87460494,1,2.584962501,0.721849442,0.767383695
0.784292042,1,2.807354922,0.725138128,0.592324436
0.812314689,1,4,0.697073102,0.919477642
0.686290681,0,3.459431619,0.659368634,0.213728592
0.861180007,0,3.875,0.773149908,0.22024557
0.832214057,1,2.947702779,0.61141485,0.221532077
0.71978575,1,3.807354922,0.758990049,0.599668324
0.834007621,0,2.321928095,0.695440233,0.464122891
0.789757669,0,2.807354922,0.687836766,0.526093841
0.86424607,0,3.459431619,0.742953122,0.767383695
0.8610695,0,3.169925001,0.798188627,0.767383695
0.912646294,1,3.640223929,0.86494261,0.869520366
0.706479073,0,2.321928095,0.619872928,0.405639619
0.749796033,1,3.169925001,0.762867689,0.869520366
0.787371516,1,3.584962501,0.758270323,0.592324436
0.815433621,1,3.75,0.820871055,0.869520366
0.810179353,1,3.807354922,0.795827508,0.869520366
0.854559481,0,3.169925001,0.72292614,0.556236327
0.886252463,0,3.584962501,0.804108858,0.869520366
0.639861047,0,3.321928095,0.412952036,0.599668324
0.890948057,0,3.664497779,0.758024275,0.919477642
0.782782078,0,3.546593564,0.746503532,0.869520366
0.600453079,0,3.324862958,0.590998828,0.269727528
0.863298416,1,2.807354922,0.784156978,0.767383695
0.89293927,1,2.807354922,0.736331701,0.869520366
0.877722919,1,2.807354922,0.615846038,0.556236327
0.889642119,1,3.169925001,0.687137067,0.869520366
0.902805686,1,3.452819531,0.80637157,0.767383695
0.913213015,0,2.584962501,0.719139636,0.599668324
0.636422098,1,3.321928095,0.554824173,0.221532077
0.652530849,1,2.321928095,0.519220173,0.556236327
0.890591264,1,3.584962501,0.809044123,0.869520366
0.806420922,1,3.773557262,0.784299433,0.592324436
0.695192993,0,3,0.774888217,0.599668324
0.843918443,0,2.584962501,0.725963533,0.592324436
0.684345782,0,2.584962501,0.634824872,0.405639619
0.784775555,1,2.807354922,0.599014044,0.221532077
0.908091307,1,3.584962501,0.766044497,0.599668324
0.890658915,0,3,0.70654875,0.767383695
0.937676013,0,4.037401198,0.888487399,0.919477642
0.845094085,1,3.584962501,0.785556257,0.601856232
0.783538997,1,3.321928095,0.736248434,0.767383695
0.89896071,0,3.321928095,0.818980217,0.869520366
0.830678225,1,3.169925001,0.704432726,0.869520366
0.833031654,1,2.807354922,0.662400126,0.869520366
0.733159423,0,3.664497779,0.670354605,0.869520366
0.774690509,0,2.807354922,0.680810034,0.526093841
0.788838863,1,3.459431619,0.810886562,0.767383695
0.74529165,0,3,0.605445564,0.227830932
0.662501037,1,2.807354922,0.678303361,0.767383695
0.880816162,1,3.584962501,0.750287354,0.599668324
0.815750539,0,2.584962501,0.608366966,0.601856232
0.758614242,0,3,0.745932162,0.869520366
0.607955515,0,3.169925001,0.652504146,0.221532077
0.750583053,1,3.459431619,0.732084274,0.767383695
0.800276995,0,2,0.6897223,0.599668324
0.593188763,0,2.947702779,0.605951965,0.201282471
0.694203436,1,3.169925001,0.666295409,0.869520366
0.859563231,0,3.546593564,0.681940675,0.592324436
0.821703196,0,3.169925001,0.706459045,0.767383695
0.683490574,1,2,0.683645904,0.526093841
0.680740118,1,3.169925001,0.638200104,0.349634767
0.556799471,0,2.807354922,0.543657064,0.364498526
0.67526716,1,2.584962501,0.769845068,0.221532077
0.807899892,0,3.321928095,0.742496133,0.767383695
0.765256166,0,3.418295834,0.769005418,0.601856232
0.848253906,0,3.456564762,0.673228085,0.405639619
0.176136345,0,0.757562077,0.236412868,0.213728592
0.798973382,1,3.121928095,0.716088951,0.767383695
0.851399839,0,3.321928095,0.768713653,0.269727528
0.855867147,1,3.169925001,0.653809786,0.767383695
0.925797045,0,3.807354922,0.803542614,0.869520366
0.672146201,0,2.584962501,0.634564221,0.221532077
0.880086422,0,2.321928095,0.762868762,0.599668324
0.784115136,0,3.321928095,0.681098282,0.316336036
0.041897196,0,0.250879691,0.150149718,0.22024557
0.786946356,1,3.807763576,0.768024266,0.767383695
0.792494297,0,3.169925001,0.718370616,0.464122891
0.653956771,0,3.169925001,0.653466403,0.221532077
0.87503612,1,3.277613437,0.755520105,0.599668324
0.889503181,1,3.459431619,0.845979154,0.767383695
0.807409048,0,2.584962501,0.63758719,0.767383695
0.711884797,0,2.947702779,0.662136137,0.221532077
0.909240246,1,3,0.793925583,0.767383695
0.942555547,0,2.807354922,0.854722321,0.919477642
0.625011563,0,3.169925001,0.584037542,0.221532077
0.803098261,0,3.121928095,0.695895314,0.592324436
0.864296257,1,3.969815782,0.804674864,0.869520366
0.873221576,1,3,0.741864741,0.869520366
0.784667075,1,3.584962501,0.708799541,0.556236327
0.773417115,0,3.807354922,0.7733953,0.599668324
0.724794745,0,3.584962501,0.683499992,0.767383695
0.834155321,1,3.169925001,0.771892428,0.221532077
0.848233223,0,3.169925001,0.683503389,0.221532077
0.771266162,0,3.321928095,0.608675897,0.349634767
0.775144577,0,3.584962501,0.767210662,0.869520366
0.65997678,0,2.321928095,0.553308368,0.556236327
0.894975543,1,3.584962501,0.870858073,0.869520366
0.828821599,0,3.546593564,0.672950864,0.869520366
0.862721145,1,3.321928095,0.644882023,0.601856232
0.833129168,0,3.807354922,0.73384589,0.221532077
0.890959263,1,3.321928095,0.810230911,0.599668324
0.825090766,1,3.121928095,0.721049249,0.601856232
0.773122966,1,2,0.673776388,0.869520366
0.892303646,1,3.875,0.787739217,0.767383695
0.786921799,1,3.807354922,0.652256548,0.221532077
0.752931178,1,3.418295834,0.687644482,0.556236327
0.910664201,0,3.906890596,0.770853221,0.200108826
0.760815501,1,3.277613437,0.666401565,0.200108826
0.509643734,1,3.169925001,0.524128437,0.213728592
0.877212882,0,3.459431619,0.739665985,0.221532077
0.769232571,1,2,0.725062132,0.592324436
0.865642786,1,3.640223929,0.794185698,0.869520366
0.847273111,0,3.459431619,0.758651257,0.869520366
0.819062412,1,3.169925001,0.7679739,0.767383695
0.665077865,0,2.321928095,0.688073456,0.601856232
0.848913074,0,3.169925001,0.804983675,0.364498526
0.712924898,0,3.584962501,0.727435589,0.405639619
0.935061455,1,3.169925001,0.781012952,0.767383695
0.638325274,1,2.807354922,0.696546257,0.767383695
0.878947139,1,3.584962501,0.824834228,0.221532077
0.754845679,1,3.875,0.75733453,0.599668324
0.67758888,1,3.169925001,0.692141533,0.405639619
0.817225099,0,3.169925001,0.82152915,0.767383695
0.899283111,1,3,0.776834369,0.599668324
0.792822301,1,2.321928095,0.620323479,0.526093841
0.754185617,0,3.459431619,0.688759148,0.767383695
0.51307404,1,3.321928095,0.492189705,0.202781677
0.733861327,0,3.700439718,0.656917274,0.601856232
0.92294997,0,3.459431619,0.79303515,0.767383695
0.218780205,0,0.375657129,0.248921379,0.22024557
0.690982282,1,2.321928095,0.453875273,0.601856232
0.896023333,0,3.546593564,0.77470535,0.919477642
0.840867758,0,2.947702779,0.733485758,0.601856232
0.83269614,0,2.807354922,0.75279969,0.599668324
0.885833502,1,2.807354922,0.746228695,0.767383695
0.886622965,0,3.584962501,0.674581051,0.869520366
0.858069181,0,3.700439718,0.732814491,0.869520366
0.85055697,1,3.584962501,0.630960345,0.869520366
0.883453548,1,3.418295834,0.734235883,0.767383695
0.683704436,0,4,0.720410764,0.767383695
0.729142666,1,3.584962501,0.726016879,0.601856232
0.873669565,1,3,0.796981871,0.200108826
0.719658434,1,3,0.699303687,0.316336036
0.865424275,0,2.321928095,0.703508556,0.213728592
0.726530731,0,3,0.739377797,0.221532077
0.839980543,0,3.807354922,0.816689014,0.869520366
0.836102605,1,4.087462841,0.833137691,0.869520366
0.873250544,0,3.546593564,0.742703676,0.601856232
0.86427778,0,2.807354922,0.712407887,0.767383695
0.890194714,1,3,0.897533774,0.601856232
0.665138483,0,3.39274741,0.682726502,0.22024557
0.888390601,1,3.906890596,0.697693586,0.221532077
0.891067743,1,3.169925001,0.747980714,0.269727528
0.839752018,0,2.947702779,0.781384468,0.869520366
0.81035006,1,3.321928095,0.724687278,0.221532077
0.903239727,1,3,0.786342502,0.201786727
0.895308912,1,3.378783493,0.760351598,0.869520366
0.892690897,1,2.584962501,0.673544109,0.767383695
0.869144022,0,2.947702779,0.654528022,0.601856232
0.7211622,0,3,0.647781372,0.601856232
0.553964615,1,2.251629167,0.572400093,0.221532077
0.863913238,0,3,0.753725588,0.869520366
0.721267581,1,2.321928095,0.718729317,0.767383695
0.897656739,0,3.546593564,0.803048253,0.919477642
0.666138351,1,3,0.684689999,0.869520366
0.86140883,1,3,0.847194195,0.556236327
0.8881042,1,3.546593564,0.754111946,0.869520366
0.676677287,0,2.807354922,0.676658094,0.592324436
0.834948897,0,2.807354922,0.60594058,0.869520366
0.870909929,0,3.169925001,0.607766509,0.316336036
0.80040133,1,2.807354922,0.850965142,0.599668324
0.654415309,1,3.321928095,0.689988554,0.464122891
0.839607954,0,3.546593564,0.777286351,0.767383695
0.805484295,1,3.277613437,0.739411652,0.601856232
0.604447722,0,3.459431619,0.625870168,0.221532077
0.786959469,1,3.169925001,0.738775551,0.869520366
0.847600698,1,3.418295834,0.771737993,0.869520366
0.677465081,0,2.321928095,0.599410832,0.601856232
0.733843207,0,3.577819531,0.769211113,0.767383695
0.669680655,0,2.807354922,0.614727974,0.204765752
0.899957418,1,3.121928095,0.836969614,0.919477642
0.699507654,0,3.321928095,0.58408463,0.349634767
0.912062287,1,2.321928095,0.787334859,0.869520366
0.82063359,0,3.169925001,0.750877321,0.526093841
0.875693202,1,3.277613437,0.768799484,0.599668324
0.780489981,1,3.459431619,0.828531802,0.869520366
0.880433857,0,3.321928095,0.652739882,0.767383695
0.910119534,0,2.807354922,0.740416348,0.193517685
0.664634407,0,2.584962501,0.767353773,0.405639619
0.756632268,0,3,0.624441266,0.599668324
0.882056415,0,3.584962501,0.697238088,0.767383695
0.804204643,0,3.459431619,0.71798867,0.601856232
0.876880407,0,3.584962501,0.733972967,0.316336036
0.758781791,0,3,0.762735248,0.599668324
0.893845499,0,4.087462841,0.753699601,0.869520366
0.805904508,0,3.169925001,0.745156765,0.405639619
0.447677016,0,3.807354922,0.563159883,0.22024557
0.8150388,0,3.700439718,0.721613467,0.767383695
0.888536096,1,3.321928095,0.809542179,0.352907121
0.782283545,0,3.321928095,0.769274294,0.599668324
0.495545864,1,1.375278611,0.282488436,0.269727528
0.8467592,1,3.807354922,0.726495147,0.599668324
0.861014783,0,3.277613437,0.732392669,0.526093841
0.81445688,0,3.321928095,0.704119921,0.526093841
0.897535563,0,2.947702779,0.775896668,0.767383695
0.813349843,1,3.459431619,0.724157751,0.869520366
0.808346331,1,2.807354922,0.584786177,0.601856232
0.774542809,1,2.584962501,0.717726707,0.767383695
0.908272386,1,3.418295834,0.718745828,0.767383695
0.787819088,0,2.584962501,0.535426438,0.526093841
0.80122596,1,3.459431619,0.807871521,0.869520366
0.827803731,0,3.459431619,0.735468686,0.526093841
0.882105291,0,2.584962501,0.694567144,0.599668324
0.926448047,0,3.664497779,0.798627973,0.869520366
0.732656658,0,2.807354922,0.657207131,0.767383695
0.932858288,0,3.584962501,0.730660379,0.869520366
0.814333975,1,3.459431619,0.760847151,0.556236327
0.816668928,1,3.546593564,0.680377901,0.767383695
0.8112607,1,2.584962501,0.839601815,0.601856232
0.697881937,1,3.459431619,0.679394186,0.364498526
0.431986243,0,0.380891328,0.107291244,0.193517685
0.753636241,1,3,0.762733698,0.526093841
0.861472011,1,3,0.72066009,0.364498526
0.703950405,0,3,0.706708848,0.599668324
0.872019529,0,2.584962501,0.753704369,0.599668324
0.865971208,0,3.807354922,0.791350007,0.767383695
0.750190139,0,3.459431619,0.709306479,0.599668324
0.769735038,1,3,0.76221931,0.869520366
0.947605729,1,3.584962501,0.82085377,0.869520366
0.859202504,1,3.277613437,0.793922365,0.767383695
0.885253489,0,3.321928095,0.7948277,0.919477642
0.847897351,1,3.459431619,0.72099328,0.592324436
0.831773281,0,2.584962501,0.610656619,0.316336036
0.884766519,1,3.418295834,0.804673493,0.869520366
0.820041239,0,3.700439718,0.649882138,0.919477642
0.747230291,0,3.169925001,0.699115396,0.869520366
0.774326444,1,1.584962501,0.556316316,0.200108826
0.832873046,1,3.169925001,0.786381662,0.767383695
0.726842761,0,3,0.731890678,0.599668324
0.792989552,0,3,0.717998803,0.592324436
0.640487611,1,2.807354922,0.601964355,0.464122891
0.91094321,0,3,0.735604823,0.601856232
0.74665302,0,3.546593564,0.716790259,0.601856232
0.735902786,0,2.807354922,0.693793476,0.767383695
0.830678642,0,2.584962501,0.726187646,0.601856232
0.898524702,0,3.700439718,0.764608562,0.599668324
0.783369184,0,3,0.608265877,0.526093841
0.883729041,1,3.700439718,0.763299644,0.592324436
0.8297171,1,4,0.733651757,0.767383695
0.914442301,1,3.169925001,0.708832145,0.869520366
0.86747694,0,3.169925001,0.662805855,0.869520366
0.738890767,0,3.321928095,0.681173921,0.599668324
0.721330523,0,3,0.671024919,0.767383695
0.757623494,1,2.584962501,0.735049784,0.601856232
0.865879118,1,3.321928095,0.727413952,0.405639619
0.886748314,0,3.459431619,0.837231159,0.599668324
0.718757153,1,3.169925001,0.722256184,0.316336036
0.608475804,0,3.121928095,0.709320068,0.221532077
0.568038881,0,3,0.515977502,0.221532077
0.787760139,0,3.321928095,0.758898318,0.869520366
0.655080855,1,2.321928095,0.676336765,0.767383695
0.919220984,1,3.773557262,0.764819443,0.869520366
0.686100364,0,3.664497779,0.717392206,0.601856232
0.856637776,1,3.321928095,0.739031732,0.869520366
0.749322534,0,3.321928095,0.725502253,0.526093841
0.847608924,1,3.589898095,0.730661631,0.221532077
0.910738945,1,2.947702779,0.803185165,0.601856232
0.731820226,0,3,0.600718915,0.767383695
0.856810868,0,3.169925001,0.798470974,0.767383695
0.702318251,1,3.459431619,0.660695434,0.599668324
0.743422866,1,3.459431619,0.606680393,0.221532077
0.702877283,1,2.584962501,0.676865339,0.869520366
0.884006083,1,3.584962501,0.80610913,0.767383695
0.953040004,1,3.664497779,0.810299873,0.599668324
0.884485364,0,2.321928095,0.755159438,0.869520366
0.896290064,1,3,0.783159316,0.200108826
0.772946775,0,2.807354922,0.651481926,0.767383695
0.820314825,1,2.807354922,0.512372851,0.316336036
0.784025371,1,3.169925001,0.650613487,0.405639619
0.786811769,0,3.121928095,0.716831684,0.599668324
0.769979358,1,3.095795255,0.620390892,0.556236327
0.765253842,1,3.584962501,0.778912246,0.767383695
0.946247697,1,3.773557262,0.86175406,0.869520366
0.868237555,1,3,0.69619298,0.556236327
0.868766367,1,2.584962501,0.768887043,0.556236327
0.798822522,1,2.807354922,0.673039794,0.592324436
0.714680612,1,3.169925001,0.614500999,0.221532077
0.714533389,0,3.664497779,0.657092392,0.352907121
0.744121134,1,3.321928095,0.823524415,0.869520366
0.787358046,0,3.700439718,0.693224967,0.599668324
0.800178647,1,3,0.726898015,0.869520366
0.87823993,0,3.700439718,0.82787931,0.601856232
0.818568528,0,3.169925001,0.67621088,0.599668324
0.797968507,0,3.700439718,0.753997147,0.316336036
0.854571283,1,3,0.733954132,0.919477642
0.854427397,1,2.807354922,0.653674662,0.599668324
0.859243751,1,2.584962501,0.824213028,0.869520366
0.819795072,0,3.664497779,0.761382282,0.601856232
0.840650856,0,2.807354922,0.72981894,0.599668324
0.773716509,0,3.321928095,0.664882779,0.269727528
0.831067741,1,3,0.674678504,0.599668324
0.792526722,0,3.589898095,0.597485721,0.213728592
0.875041783,1,3.321928095,0.749815643,0.869520366
0.895960689,1,3,0.725575864,0.601856232
0.955316901,1,2.947702779,0.821069181,0.869520366
0.792896688,0,2.584962501,0.697548032,0.601856232
0.852473438,1,3.584962501,0.699793637,0.767383695
0.805286884,1,2.321928095,0.650334358,0.601856232
0.702700078,1,3,0.736586392,0.556236327
0.763664067,1,3.321928095,0.691856861,0.221532077
0.894465446,1,3.807354922,0.775145173,0.464122891
0.631115377,0,3.321928095,0.633181334,0.349634767
0.896547139,0,2.584962501,0.699481368,0.767383695
0.91619885,0,3,0.783215582,0.869520366
0.865166783,0,3.418295834,0.794970334,0.919477642
0.917312026,1,3,0.749771953,0.767383695
0.802102506,0,3.700439718,0.756129265,0.592324436
0.820435643,1,3,0.715437353,0.601856232
0.877024949,0,2.807354922,0.689086437,0.599668324
0.797096729,1,3.4677201,0.691901386,0.767383695
0.80427146,1,3.321928095,0.646360099,0.405639619
0.833093166,1,3.459431619,0.786815703,0.869520366
0.805775702,1,2.75,0.735425115,0.269727528
0.850787759,1,3.700439718,0.749640763,0.767383695
0.855991483,1,2.75,0.734344065,0.869520366
0.737710774,0,3,0.781860709,0.405639619
0.684550703,0,3,0.697182059,0.601856232
0.826076388,1,2.321928095,0.750043273,0.599668324
0.698836803,0,3.321928095,0.619253993,0.201786727
0.85322082,1,3.121928095,0.675479352,0.599668324
0.908254981,1,3.169925001,0.757714927,0.869520366
0.538223803,0,2,0.181160882,0.221532077
0.713507891,0,3.169925001,0.687307119,0.869520366
0.851406813,1,3.324862958,0.721859932,0.599668324
0.753387988,0,3.459431619,0.683719635,0.767383695
0.694072008,0,2.521640636,0.690392792,0.221532077
0.814247549,1,3.169925001,0.744371474,0.316336036
0.723298073,1,3.321928095,0.685368419,0.405639619
0.400418341,0,3.459431619,0.545410275,0.213728592
0.698197842,1,3.169925001,0.612067044,0.221532077
0.909116745,1,3.459431619,0.793411553,0.767383695
0.889195025,0,3.321928095,0.685441494,0.601856232
0.729480386,0,3.700439718,0.641872406,0.201786727
0.793138325,1,3.321928095,0.654636323,0.352907121
0.752133369,0,2.584962501,0.733409107,0.767383695
0.723821878,1,2.584962501,0.802836478,0.767383695
0.690808296,1,2.321928095,0.610360205,0.599668324
0.953858435,0,3.584962501,0.794583559,0.869520366
0.755169272,1,2.584962501,0.662426114,0.221532077
0.656270564,0,2.807354922,0.708817065,0.767383695
0.775339842,1,2.807354922,0.686596632,0.201786727
0,0,2.634767607,0,0
0.845799387,0,3.169925001,0.744428813,0.221532077
0.719448507,1,2.321928095,0.626209319,0.526093841
0.832749128,1,2.807354922,0.727900982,0.599668324
0.630596757,1,3,0.773198962,0.767383695
0.742707491,0,3.169925001,0.61472249,0.526093841
0.713373125,0,3.700439718,0.753861308,0.193517685
0.901352465,1,3.584962501,0.687899947,0.767383695
0.869920611,1,2.584962501,0.732370198,0.767383695
0.780726254,0,2.584962501,0.63730973,0.221532077
0.674170852,0,3.459431619,0.629261672,0.601856232
0.775298417,1,3.169925001,0.607641041,0.767383695
0.86522007,0,2.807354922,0.753595173,0.869520366
0.612819433,1,3.584962501,0.715692997,0.526093841
0.863734126,1,3.251629167,0.749261618,0.269727528
0.961833179,1,3.807354922,0.814489186,0.869520366
0.793615699,0,3.584962501,0.811593175,0.869520366
0.893482447,1,3.169925001,0.761860788,0.599668324
0.785011709,0,3.546593564,0.689113855,0.592324436
0.858517766,0,3.807354922,0.742807925,0.601856232
0.687111735,1,3.169925001,0.687690794,0.601856232
0.882873416,1,3.700439718,0.732421637,0.599668324
0.728384435,1,3.584962501,0.606098831,0.767383695
0.579341114,0,1,0.61183393,0.200108826
0.84954834,1,3.521640636,0.661424339,0.599668324
0.713447571,0,3.321928095,0.737714291,0.464122891
0.616596937,1,2.807354922,0.647844017,0.221532077
0.865580916,0,3.664497779,0.784327567,0.869520366
