semnatic_similarity_with_src,sentiment_analysis_with_src,sentiment_analysis_with_tgt,sentence_entropy,semnatic_similarity_with_tgt,rouge_score_with_tgt,bleu_score_with_tgt,jaccard_similarity_score_with_tgt,dice_similarity_score_with_tgt,bert-score,summary_score
0.447431982,0,1,2.807354922,0.780150294,"{'rouge-1': {'r': 0.5, 'p': 0.5, 'f': 0.4999999950000001}, 'rouge-2': {'r': 0.3333333333333333, 'p': 0.4, 'f': 0.36363635867768596}, 'rouge-l': {'r': 0.5, 'p': 0.5, 'f': 0.4999999950000001}}",0.709024995,0.4,0.571428571,0.808619022,0.245901838
0.265624344,0,1,2.807354922,0.48070848,"{'rouge-1': {'r': 0.1111111111111111, 'p': 0.16666666666666666, 'f': 0.1333333285333335}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.1111111111111111, 'p': 0.16666666666666666, 'f': 0.1333333285333335}}",0.076370937,0.133333333,0.235294118,0.538134575,0.297373801
0.347913921,1,1,2,0.438589066,"{'rouge-1': {'r': 0.25, 'p': 0.6666666666666666, 'f': 0.3636363596694215}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.25, 'p': 0.6666666666666666, 'f': 0.3636363596694215}}",0.099600446,0.3,0.461538462,0.609437048,0.245901838
0.561801553,0,1,3.121928095,0.727420866,"{'rouge-1': {'r': 0.2857142857142857, 'p': 0.75, 'f': 0.4137930994530322}, 'rouge-2': {'r': 0.08333333333333333, 'p': 0.25, 'f': 0.12499999625000012}, 'rouge-l': {'r': 0.23809523809523808, 'p': 0.625, 'f': 0.3448275822116528}}",0.157664157,0.291666667,0.451612903,0.649749696,0.226518467
0.442978084,0,1,2.197159723,0.302301198,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",1.29E-231,0,0,0.360217214,0.217777878
0.203637421,0,0,3.664497779,0.447121799,"{'rouge-1': {'r': 0.25, 'p': 0.07692307692307693, 'f': 0.11764705522491362}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.25, 'p': 0.07692307692307693, 'f': 0.11764705522491362}}",0.15079804,0.058823529,0.111111111,0.487257749,0.224611089
0.335749298,1,0,3.664497779,0.368764758,"{'rouge-1': {'r': 0.5555555555555556, 'p': 0.38461538461538464, 'f': 0.4545454497107439}, 'rouge-2': {'r': 0.375, 'p': 0.23076923076923078, 'f': 0.28571428099773244}, 'rouge-l': {'r': 0.3333333333333333, 'p': 0.23076923076923078, 'f': 0.2727272678925621}}",0.409090031,0.277777778,0.434782609,0.503297031,0.268632948
0.365839839,1,1,2.807354922,0.705396056,"{'rouge-1': {'r': 0.75, 'p': 0.5, 'f': 0.5999999952}, 'rouge-2': {'r': 0.6666666666666666, 'p': 0.4, 'f': 0.49999999531250006}, 'rouge-l': {'r': 0.75, 'p': 0.5, 'f': 0.5999999952}}",0.546024173,0.375,0.545454545,0.731183708,0.220819533
0.461811125,1,0,2.584962501,0.544774055,"{'rouge-1': {'r': 0.2857142857142857, 'p': 0.4, 'f': 0.33333332847222225}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.2857142857142857, 'p': 0.4, 'f': 0.33333332847222225}}",0.395425698,0.272727273,0.428571429,0.682279944,0.237501815
0.655734718,0,0,2.197159723,0.437527448,"{'rouge-1': {'r': 0.2857142857142857, 'p': 0.5, 'f': 0.36363635900826446}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.2857142857142857, 'p': 0.5, 'f': 0.36363635900826446}}",0.105233812,0.3,0.461538462,0.506973982,0.237501815
0.290098101,0,1,2.459147917,0.582607627,"{'rouge-1': {'r': 0.18181818181818182, 'p': 0.4, 'f': 0.2499999957031251}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.18181818181818182, 'p': 0.4, 'f': 0.2499999957031251}}",0.074017953,0.2,0.333333333,0.459905952,0.196305543
0.349087745,0,0,2.321928095,0.405707628,"{'rouge-1': {'r': 0.15, 'p': 0.75, 'f': 0.24999999722222221}, 'rouge-2': {'r': 0.09090909090909091, 'p': 0.6666666666666666, 'f': 0.159999997888}, 'rouge-l': {'r': 0.15, 'p': 0.75, 'f': 0.24999999722222221}}",0.006620543,0.181818182,0.307692308,0.481294036,0.24451828
0.286673874,1,0,3.392147224,0.518444538,"{'rouge-1': {'r': 0.1875, 'p': 0.5, 'f': 0.2727272687603306}, 'rouge-2': {'r': 0.09302325581395349, 'p': 0.2857142857142857, 'f': 0.14035087348722694}, 'rouge-l': {'r': 0.15625, 'p': 0.4166666666666667, 'f': 0.22727272330578516}}",0.051367725,0.153846154,0.266666667,0.54450047,0.200108737
0.484207958,0,0,3.418295834,0.754646659,"{'rouge-1': {'r': 0.5, 'p': 0.6, 'f': 0.5454545404958678}, 'rouge-2': {'r': 0.15384615384615385, 'p': 0.2, 'f': 0.17391303856332718}, 'rouge-l': {'r': 0.3333333333333333, 'p': 0.4, 'f': 0.36363635867768596}}",0.440313511,0.411764706,0.583333333,0.702709973,0.224383116
0.486448169,0,1,2.807354922,0.28907454,"{'rouge-1': {'r': 0.2222222222222222, 'p': 0.3333333333333333, 'f': 0.2666666618666667}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.2222222222222222, 'p': 0.3333333333333333, 'f': 0.2666666618666667}}",0.083112947,0.214285714,0.352941176,0.567272186,0.227830932
0.28382659,0,0,2.75,0.412663192,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.176926692,0.071428571,0.133333333,0.450698942,0.207673937
0.604775012,0,1,3.546593564,0.66268146,"{'rouge-1': {'r': 0.3333333333333333, 'p': 0.18181818181818182, 'f': 0.23529411307958487}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.3333333333333333, 'p': 0.18181818181818182, 'f': 0.23529411307958487}}",0.329117083,0.125,0.222222222,0.349957556,0.245901838
0.545607328,0,0,2.321928095,0.639858365,"{'rouge-1': {'r': 0.2, 'p': 0.25, 'f': 0.22222221728395072}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.2, 'p': 0.25, 'f': 0.22222221728395072}}",0.428536581,0.222222222,0.363636364,0.677544773,0.633990705
0.494343251,0,0,2.584962501,0.90202862,"{'rouge-1': {'r': 0.6, 'p': 0.6, 'f': 0.5999999950000001}, 'rouge-2': {'r': 0.25, 'p': 0.25, 'f': 0.24999999500000009}, 'rouge-l': {'r': 0.4, 'p': 0.4, 'f': 0.3999999950000001}}",0.657997855,0.5,0.666666667,0.783132136,0.237501815
0.161518931,0,0,2.807354922,0.568074346,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",2.34E-78,0.1,0.181818182,0.587240219,0.208690315
0.600164533,1,1,2.584962501,0.972193003,"{'rouge-1': {'r': 0.8333333333333334, 'p': 1.0, 'f': 0.9090909041322315}, 'rouge-2': {'r': 0.3333333333333333, 'p': 0.5, 'f': 0.39999999520000007}, 'rouge-l': {'r': 0.8333333333333334, 'p': 1.0, 'f': 0.9090909041322315}}",0.813461918,0.857142857,0.923076923,0.882286906,0.346492857
0.446771532,0,0,3.521640636,0.353579223,"{'rouge-1': {'r': 0.2857142857142857, 'p': 0.16666666666666666, 'f': 0.2105263111357342}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.2857142857142857, 'p': 0.16666666666666666, 'f': 0.2105263111357342}}",0.201451707,0.111111111,0.2,0.428364575,0.227830932
0.414060295,0,1,2.947702779,0.412312925,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",5.94E-155,0,0,0.414740384,0.23937045
0.36518693,0,0,2,0.747965872,"{'rouge-1': {'r': 0.3, 'p': 1.0, 'f': 0.4615384579881657}, 'rouge-2': {'r': 0.1, 'p': 0.5, 'f': 0.16666666388888893}, 'rouge-l': {'r': 0.3, 'p': 1.0, 'f': 0.4615384579881657}}",0.06318627,0.363636364,0.533333333,0.548915982,0.24451828
0.275271803,0,0,3.169925001,0.201424122,"{'rouge-1': {'r': 0.14285714285714285, 'p': 0.125, 'f': 0.13333332835555575}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.125, 'f': 0.13333332835555575}}",2.71E-78,0.133333333,0.235294118,0.502560794,0.229301497
0.221437246,0,1,2.807354922,0.556244254,"{'rouge-1': {'r': 0.6666666666666666, 'p': 0.3333333333333333, 'f': 0.44444444000000005}, 'rouge-2': {'r': 0.5, 'p': 0.2, 'f': 0.2857142816326531}, 'rouge-l': {'r': 0.6666666666666666, 'p': 0.3333333333333333, 'f': 0.44444444000000005}}",0.261585828,0.375,0.545454545,0.637506843,0.225686774
0.504966021,0,0,2,0.705182433,"{'rouge-1': {'r': 0.14285714285714285, 'p': 0.3333333333333333, 'f': 0.19999999580000008}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.3333333333333333, 'f': 0.19999999580000008}}",0.190681236,0.2,0.333333333,0.549233615,0.245901838
0.389156908,0,0,2.733458593,0.360643595,"{'rouge-1': {'r': 0.1111111111111111, 'p': 0.14285714285714285, 'f': 0.12499999507812519}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.1111111111111111, 'p': 0.14285714285714285, 'f': 0.12499999507812519}}",0.165898961,0.0625,0.117647059,0.495146602,0.216729373
0.70729351,0,1,2.521640636,0.471280783,"{'rouge-1': {'r': 0.16666666666666666, 'p': 0.2, 'f': 0.18181817685950424}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.16666666666666666, 'p': 0.2, 'f': 0.18181817685950424}}",0.376594092,0.090909091,0.166666667,0.611381233,0.21565944
0.420853943,1,1,2.947702779,0.974907875,"{'rouge-1': {'r': 0.875, 'p': 1.0, 'f': 0.9333333283555556}, 'rouge-2': {'r': 0.7142857142857143, 'p': 0.7142857142857143, 'f': 0.7142857092857143}, 'rouge-l': {'r': 0.875, 'p': 1.0, 'f': 0.9333333283555556}}",0.926561574,0.888888889,0.941176471,0.977800548,0.387018263
0.308959544,1,0,3,0.365784198,"{'rouge-1': {'r': 0.42857142857142855, 'p': 0.42857142857142855, 'f': 0.4285714235714286}, 'rouge-2': {'r': 0.16666666666666666, 'p': 0.16666666666666666, 'f': 0.16666666166666683}, 'rouge-l': {'r': 0.42857142857142855, 'p': 0.42857142857142855, 'f': 0.4285714235714286}}",0.421265455,0.333333333,0.5,0.641835868,0.270537883
0.492571563,0,1,2.807354922,0.599593818,"{'rouge-1': {'r': 0.125, 'p': 0.3333333333333333, 'f': 0.18181817785123974}, 'rouge-2': {'r': 0.06666666666666667, 'p': 0.2, 'f': 0.09999999625000015}, 'rouge-l': {'r': 0.125, 'p': 0.3333333333333333, 'f': 0.18181817785123974}}",0.067578598,0.142857143,0.25,0.571263909,0.381196082
0.190176651,0,0,2.521640636,0.646830142,"{'rouge-1': {'r': 0.25, 'p': 0.4, 'f': 0.3076923029585799}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.25, 'p': 0.4, 'f': 0.3076923029585799}}",0.178911544,0.25,0.4,0.59039408,0.20466347
0.629100561,0,1,2.807354922,0.636248827,"{'rouge-1': {'r': 0.4, 'p': 0.6666666666666666, 'f': 0.49999999531250006}, 'rouge-2': {'r': 0.3333333333333333, 'p': 0.6, 'f': 0.4285714239795918}, 'rouge-l': {'r': 0.4, 'p': 0.6666666666666666, 'f': 0.49999999531250006}}",0.367719039,0.384615385,0.555555556,0.800123155,0.237501815
0.371292442,0,1,1.918295834,0.63406229,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.124624754,0,0,0.434458137,0.245901838
0.565728784,0,0,1.584962501,0.563526809,"{'rouge-1': {'r': 0.045454545454545456, 'p': 0.5, 'f': 0.08333333180555559}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.045454545454545456, 'p': 0.5, 'f': 0.08333333180555559}}",8.84E-160,0.041666667,0.08,0.423111588,0.200108826
0.485980302,0,0,3.700439718,0.91517663,"{'rouge-1': {'r': 0.7647058823529411, 'p': 1.0, 'f': 0.8666666617555556}, 'rouge-2': {'r': 0.631578947368421, 'p': 1.0, 'f': 0.7741935436420396}, 'rouge-l': {'r': 0.7647058823529411, 'p': 1.0, 'f': 0.8666666617555556}}",0.589914435,0.722222222,0.838709677,0.89168638,0.229301497
0.583235145,0,0,2.807354922,0.846091509,"{'rouge-1': {'r': 0.5714285714285714, 'p': 0.6666666666666666, 'f': 0.6153846104142012}, 'rouge-2': {'r': 0.5, 'p': 0.6, 'f': 0.5454545404958678}, 'rouge-l': {'r': 0.5714285714285714, 'p': 0.6666666666666666, 'f': 0.6153846104142012}}",0.695416435,0.5,0.666666667,0.867086291,0.224611089
0.203210354,0,0,2.807354922,0.479673833,"{'rouge-1': {'r': 0.1111111111111111, 'p': 0.16666666666666666, 'f': 0.1333333285333335}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.1111111111111111, 'p': 0.16666666666666666, 'f': 0.1333333285333335}}",1.68E-78,0.133333333,0.235294118,0.548113048,0.214027584
0.354826868,0,1,2,0.60512501,"{'rouge-1': {'r': 0.25, 'p': 0.6666666666666666, 'f': 0.3636363596694215}, 'rouge-2': {'r': 0.1111111111111111, 'p': 0.5, 'f': 0.18181817884297521}, 'rouge-l': {'r': 0.25, 'p': 0.6666666666666666, 'f': 0.3636363596694215}}",0.111372644,0.3,0.461538462,0.641046822,0.381196082
0.445553392,1,1,1.921928095,0.311490744,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.266076619,0.1,0.181818182,0.482963681,0.224611089
0.34250164,0,0,2.584962501,0.704693079,"{'rouge-1': {'r': 0.2857142857142857, 'p': 0.4, 'f': 0.33333332847222225}, 'rouge-2': {'r': 0.16666666666666666, 'p': 0.25, 'f': 0.1999999952000001}, 'rouge-l': {'r': 0.2857142857142857, 'p': 0.4, 'f': 0.33333332847222225}}",0.341151486,0.272727273,0.428571429,0.758247614,0.208007544
0.610220075,0,0,2.321928095,0.675420821,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.141759208,0.090909091,0.166666667,0.548565865,0.224611089
0.634776354,0,0,1.584962501,0.902129769,"{'rouge-1': {'r': 0.5, 'p': 1.0, 'f': 0.6666666622222223}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.5, 'p': 1.0, 'f': 0.6666666622222223}}",0.280483998,0.6,0.75,0.735327721,0.346492857
0.387468457,1,0,2.584962501,0.672759354,"{'rouge-1': {'r': 0.6666666666666666, 'p': 0.8, 'f': 0.7272727223140496}, 'rouge-2': {'r': 0.4, 'p': 0.5, 'f': 0.4444444395061729}, 'rouge-l': {'r': 0.6666666666666666, 'p': 0.8, 'f': 0.7272727223140496}}",0.528278714,0.625,0.769230769,0.778273106,0.24451828
0.467959344,0,0,2.918295834,0.308524251,"{'rouge-1': {'r': 0.20833333333333334, 'p': 0.7142857142857143, 'f': 0.3225806416649324}, 'rouge-2': {'r': 0.1111111111111111, 'p': 0.42857142857142855, 'f': 0.17647058496539797}, 'rouge-l': {'r': 0.20833333333333334, 'p': 0.7142857142857143, 'f': 0.3225806416649324}}",0.057111088,0.222222222,0.363636364,0.515145898,0.240734175
0.450876117,0,1,2.321928095,0.916842818,"{'rouge-1': {'r': 0.6666666666666666, 'p': 0.5, 'f': 0.5714285665306124}, 'rouge-2': {'r': 0.5, 'p': 0.3333333333333333, 'f': 0.39999999520000007}, 'rouge-l': {'r': 0.6666666666666666, 'p': 0.5, 'f': 0.5714285665306124}}",0.563209809,0.5,0.666666667,0.857893586,0.245901838
0.439741105,0,0,3.169925001,0.650427282,"{'rouge-1': {'r': 0.2857142857142857, 'p': 0.5, 'f': 0.36363635900826446}, 'rouge-2': {'r': 0.14285714285714285, 'p': 0.2857142857142857, 'f': 0.19047618603174613}, 'rouge-l': {'r': 0.2857142857142857, 'p': 0.5, 'f': 0.36363635900826446}}",0.337747621,0.210526316,0.347826087,0.644087434,0.225686774
0.306027919,0,0,3.180832987,0.779528916,"{'rouge-1': {'r': 0.42857142857142855, 'p': 0.3, 'f': 0.3529411716262976}, 'rouge-2': {'r': 0.16666666666666666, 'p': 0.09090909090909091, 'f': 0.11764705425605555}, 'rouge-l': {'r': 0.2857142857142857, 'p': 0.2, 'f': 0.23529411280276827}}",0.305830371,0.2,0.333333333,0.601354182,0.249211147
0.201804176,0,0,2.725480557,0.265725851,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",0.051827648,0,0,0.414613098,0.229301497
0.657203555,0,1,1.584962501,0.653513312,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",1.49E-156,0.090909091,0.166666667,0.554480433,0.200108826
0.402922153,0,1,2.321928095,0.47285372,"{'rouge-1': {'r': 0.16666666666666666, 'p': 0.5, 'f': 0.24999999625000005}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.16666666666666666, 'p': 0.5, 'f': 0.24999999625000005}}",0.048671844,0.133333333,0.235294118,0.503958941,0.245901838
0.128453508,1,1,2.128085279,0.26367265,"{'rouge-1': {'r': 0.14285714285714285, 'p': 0.4, 'f': 0.21052631191135737}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.4, 'f': 0.21052631191135737}}",1.52E-78,0.111111111,0.2,0.458482116,0.217405215
0.20333682,0,1,3.664497779,0.774587452,"{'rouge-1': {'r': 0.3333333333333333, 'p': 0.3333333333333333, 'f': 0.3333333283333334}, 'rouge-2': {'r': 0.08333333333333333, 'p': 0.08333333333333333, 'f': 0.08333332833333364}, 'rouge-l': {'r': 0.25, 'p': 0.25, 'f': 0.24999999500000009}}",0.426947313,0.238095238,0.384615385,0.614296257,0.222796381
0.342172623,0,0,2.251629167,0.6818946,"{'rouge-1': {'r': 0.1111111111111111, 'p': 0.25, 'f': 0.15384614958579892}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.1111111111111111, 'p': 0.25, 'f': 0.15384614958579892}}",0.108948105,0.153846154,0.266666667,0.585102916,0.396583378
0.317990541,1,1,2,0.622369051,"{'rouge-1': {'r': 0.09090909090909091, 'p': 0.3333333333333333, 'f': 0.14285713948979603}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.09090909090909091, 'p': 0.3333333333333333, 'f': 0.14285713948979603}}",0.076137064,0.142857143,0.25,0.573713839,0.589541793
0.472656846,0,0,2.584962501,0.874093652,"{'rouge-1': {'r': 0.23076923076923078, 'p': 0.6, 'f': 0.33333332932098775}, 'rouge-2': {'r': 0.07692307692307693, 'p': 0.25, 'f': 0.11764705522491362}, 'rouge-l': {'r': 0.23076923076923078, 'p': 0.6, 'f': 0.33333332932098775}}",0.121062935,0.25,0.4,0.654128969,0.626462281
0.196507096,0,0,3.277613437,0.221953809,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}",1.40E-78,0.090909091,0.166666667,0.373945266,0.205668941
0.561517119,0,1,3.277613437,0.477295071,"{'rouge-1': {'r': 0.1875, 'p': 0.3333333333333333, 'f': 0.2399999953920001}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.1875, 'p': 0.3333333333333333, 'f': 0.2399999953920001}}",0.151275141,0.173913043,0.296296296,0.533408999,0.224611089
0.266320348,0,1,3,0.627037942,"{'rouge-1': {'r': 0.42857142857142855, 'p': 0.42857142857142855, 'f': 0.4285714235714286}, 'rouge-2': {'r': 0.14285714285714285, 'p': 0.16666666666666666, 'f': 0.1538461488757398}, 'rouge-l': {'r': 0.42857142857142855, 'p': 0.42857142857142855, 'f': 0.4285714235714286}}",0.292995249,0.333333333,0.5,0.679767251,0.240734175
