comet,ter,semnatic_similarity_with_src,sentiment_analysis_with_src,sentiment_analysis_with_tgt,sentence_entropy,semnatic_similarity_with_tgt,rouge_score_with_tgt,bleu_score_with_tgt,jaccard_similarity_score_with_tgt,dice_similarity_score_with_tgt,bert-score
0.989451587,0.2,0.730279267,0,1,4,0.49717319,"{'rouge-1': {'r': 0.3684210526315789, 'p': 0.4375, 'f': 0.3999999950367347}, 'rouge-2': {'r': 0.15789473684210525, 'p': 0.2, 'f': 0.1764705833044984}, 'rouge-l': {'r': 0.3684210526315789, 'p': 0.4375, 'f': 0.3999999950367347}}",0.423212218,0.25,0.4,0.656819224
0.468687147,0.75,0.036760665,0,0,4.356558335,0.188802332,"{'rouge-1': {'r': 0.23529411764705882, 'p': 0.18181818181818182, 'f': 0.20512820021038802}, 'rouge-2': {'r': 0.05263157894736842, 'p': 0.041666666666666664, 'f': 0.04651162297458138}, 'rouge-l': {'r': 0.23529411764705882, 'p': 0.18181818181818182, 'f': 0.20512820021038802}}",0.29179524,0.114285714,0.205128205,0.445646733
0.250865579,0.857142857,0.822660804,0,0,4.05881389,0.630454123,"{'rouge-1': {'r': 0.4444444444444444, 'p': 0.4444444444444444, 'f': 0.44444443944444445}, 'rouge-2': {'r': 0.17647058823529413, 'p': 0.16666666666666666, 'f': 0.1714285664326532}, 'rouge-l': {'r': 0.4444444444444444, 'p': 0.4444444444444444, 'f': 0.44444443944444445}}",0.514165076,0.296296296,0.457142857,0.757134199
0.905139089,0.125,0.100594021,0,0,4.368522528,0.745573461,"{'rouge-1': {'r': 0.32, 'p': 0.38095238095238093, 'f': 0.34782608199432896}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.28, 'p': 0.3333333333333333, 'f': 0.3043478211247638}}",0.422471551,0.216216216,0.355555556,0.709877491
1.09180975,0,0.353685558,0,1,4.779094498,0.735975146,"{'rouge-1': {'r': 0.37037037037037035, 'p': 0.3448275862068966, 'f': 0.35714285214923475}, 'rouge-2': {'r': 0.13793103448275862, 'p': 0.125, 'f': 0.13114753599570028}, 'rouge-l': {'r': 0.2222222222222222, 'p': 0.20689655172413793, 'f': 0.21428570929209198}}",0.578691023,0.217391304,0.357142857,0.677630246
1.124972105,0,0.50251168,1,1,4.201841232,0.895649076,"{'rouge-1': {'r': 0.6666666666666666, 'p': 0.7368421052631579, 'f': 0.6999999950125001}, 'rouge-2': {'r': 0.5714285714285714, 'p': 0.6, 'f': 0.5853658486615111}, 'rouge-l': {'r': 0.6666666666666666, 'p': 0.7368421052631579, 'f': 0.6999999950125001}}",0.811896055,0.56,0.717948718,0.905325294
0.752239406,0.5,0.267387211,0,0,1.895953032,-0.013880171,"{'rouge-1': {'r': 0.1, 'p': 0.2, 'f': 0.13333332888888905}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.1, 'p': 0.2, 'f': 0.13333332888888905}}",0.015895284,0.068965517,0.129032258,0.259000599
1.03625536,0.2,0.452180117,0,1,4.556088323,0.832458138,"{'rouge-1': {'r': 0.5833333333333334, 'p': 0.5833333333333334, 'f': 0.5833333283333335}, 'rouge-2': {'r': 0.25925925925925924, 'p': 0.25925925925925924, 'f': 0.25925925425925933}, 'rouge-l': {'r': 0.5416666666666666, 'p': 0.5416666666666666, 'f': 0.5416666616666667}}",0.641288814,0.361111111,0.530612245,0.732196152
1.024262905,0.142857143,0.829981923,0,0,4.48385619,0.884215832,"{'rouge-1': {'r': 0.52, 'p': 0.5652173913043478, 'f': 0.5416666616753474}, 'rouge-2': {'r': 0.32142857142857145, 'p': 0.375, 'f': 0.34615384118343206}, 'rouge-l': {'r': 0.52, 'p': 0.5652173913043478, 'f': 0.5416666616753474}}",0.677522573,0.333333333,0.5,0.773267686
1.080156565,0,0.177797079,0,1,4.504706484,0.866312146,"{'rouge-1': {'r': 0.391304347826087, 'p': 0.375, 'f': 0.38297871840651887}, 'rouge-2': {'r': 0.16666666666666666, 'p': 0.15384615384615385, 'f': 0.15999999500800016}, 'rouge-l': {'r': 0.391304347826087, 'p': 0.375, 'f': 0.38297871840651887}}",0.535770362,0.236842105,0.382978723,0.740489841
0.773438752,0.6,0.838947475,1,1,4.606739354,0.925862014,"{'rouge-1': {'r': 0.76, 'p': 0.76, 'f': 0.759999995}, 'rouge-2': {'r': 0.6153846153846154, 'p': 0.6153846153846154, 'f': 0.6153846103846154}, 'rouge-l': {'r': 0.76, 'p': 0.76, 'f': 0.759999995}}",0.813499715,0.612903226,0.76,0.949629724
-0.111080818,0.8,0.957058787,1,1,4.984769619,0.890665531,"{'rouge-1': {'r': 0.6206896551724138, 'p': 0.5454545454545454, 'f': 0.5806451563111343}, 'rouge-2': {'r': 0.1935483870967742, 'p': 0.16216216216216217, 'f': 0.1764705832742216}, 'rouge-l': {'r': 0.5517241379310345, 'p': 0.48484848484848486, 'f': 0.5161290272788763}}",0.599865858,0.409090909,0.580645161,0.761895716
1.171479464,0,0.543013275,0,1,4.05881389,0.785463452,"{'rouge-1': {'r': 0.4, 'p': 0.47058823529411764, 'f': 0.43243242746530314}, 'rouge-2': {'r': 0.14285714285714285, 'p': 0.17647058823529413, 'f': 0.1578947318975071}, 'rouge-l': {'r': 0.35, 'p': 0.4117647058823529, 'f': 0.37837837341124914}}",0.529383895,0.233333333,0.378378378,0.704826355
0.781791508,0.5,0.966652811,0,1,4.229871195,0.98611784,"{'rouge-1': {'r': 0.8421052631578947, 'p': 0.7619047619047619, 'f': 0.7999999950125001}, 'rouge-2': {'r': 0.6842105263157895, 'p': 0.5652173913043478, 'f': 0.6190476140929706}, 'rouge-l': {'r': 0.8421052631578947, 'p': 0.7619047619047619, 'f': 0.7999999950125001}}",0.827818823,0.652173913,0.789473684,0.926648736
0.856799066,0.2,0.49476856,0,0,4.251629167,0.908057094,"{'rouge-1': {'r': 0.6875, 'p': 0.5238095238095238, 'f': 0.5945945896859022}, 'rouge-2': {'r': 0.4117647058823529, 'p': 0.30434782608695654, 'f': 0.3499999951125}, 'rouge-l': {'r': 0.6875, 'p': 0.5238095238095238, 'f': 0.5945945896859022}}",0.553742825,0.423076923,0.594594595,0.790613174
0.902805507,0.5,0.271248162,0,0,3.969815782,0.386553884,"{'rouge-1': {'r': 0.23076923076923078, 'p': 0.1875, 'f': 0.20689654677764577}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.07692307692307693, 'p': 0.0625, 'f': 0.0689655122948874}}",0.32681973,0.115384615,0.206896552,0.469089031
0.44157961,1,0.276043206,0,1,3.584962501,0.612563491,"{'rouge-1': {'r': 0.25, 'p': 0.25, 'f': 0.24999999500000009}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.25, 'p': 0.25, 'f': 0.24999999500000009}}",0.285462294,0.142857143,0.25,0.652702272
1.163148642,0,0.763354361,1,1,3.875,0.822468638,"{'rouge-1': {'r': 0.5, 'p': 0.4666666666666667, 'f': 0.4827586156956005}, 'rouge-2': {'r': 0.38461538461538464, 'p': 0.3333333333333333, 'f': 0.35714285216836733}, 'rouge-l': {'r': 0.5, 'p': 0.4666666666666667, 'f': 0.4827586156956005}}",0.57963395,0.318181818,0.482758621,0.786702096
0.856907189,0.333333333,0.558710873,0,0,3.947702779,0.599143982,"{'rouge-1': {'r': 0.42105263157894735, 'p': 0.5, 'f': 0.45714285217959183}, 'rouge-2': {'r': 0.2, 'p': 0.23529411764705882, 'f': 0.21621621124908705}, 'rouge-l': {'r': 0.42105263157894735, 'p': 0.5, 'f': 0.45714285217959183}}",0.519328253,0.296296296,0.457142857,0.659164786
0.907304347,0.333333333,0.48947528,0,0,3.947702779,0.598017037,"{'rouge-1': {'r': 0.4444444444444444, 'p': 0.25, 'f': 0.319999995392}, 'rouge-2': {'r': 0.25, 'p': 0.11764705882352941, 'f': 0.1599999956480001}, 'rouge-l': {'r': 0.4444444444444444, 'p': 0.25, 'f': 0.319999995392}}",0.34610444,0.19047619,0.32,0.589602053
0.902602613,0.166666667,0.907517314,1,1,3.321928095,0.88545543,"{'rouge-1': {'r': 0.36363636363636365, 'p': 0.4, 'f': 0.3809523759637189}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.36363636363636365, 'p': 0.4, 'f': 0.3809523759637189}}",0.768189362,0.235294118,0.380952381,0.73983407
0.240828574,0.142857143,0.757113159,1,0,3.969815782,0.310204417,"{'rouge-1': {'r': 0.25, 'p': 0.25, 'f': 0.24999999500000009}, 'rouge-2': {'r': 0.058823529411764705, 'p': 0.0625, 'f': 0.06060605561065239}, 'rouge-l': {'r': 0.125, 'p': 0.125, 'f': 0.1249999950000002}}",0.353309622,0.103448276,0.1875,0.430331081
1.110048175,0,0.788272858,0,1,4,0.827332914,"{'rouge-1': {'r': 0.29411764705882354, 'p': 0.3125, 'f': 0.30303029803489445}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.17647058823529413, 'p': 0.1875, 'f': 0.18181817682277332}}",0.523931327,0.1,0.181818182,0.778258383
0.345050991,1,0.505634964,0,0,3.852168724,0.822515368,"{'rouge-1': {'r': 0.5294117647058824, 'p': 0.6, 'f': 0.5624999950195313}, 'rouge-2': {'r': 0.3333333333333333, 'p': 0.375, 'f': 0.35294117148788934}, 'rouge-l': {'r': 0.5294117647058824, 'p': 0.6, 'f': 0.5624999950195313}}",0.71561101,0.391304348,0.5625,0.849478841
1.103877544,0,0.104194738,0,1,4.229871195,0.381631225,"{'rouge-1': {'r': 0.3157894736842105, 'p': 0.3, 'f': 0.30769230269559505}, 'rouge-2': {'r': 0.14285714285714285, 'p': 0.13636363636363635, 'f': 0.13953487872363457}, 'rouge-l': {'r': 0.3157894736842105, 'p': 0.3, 'f': 0.30769230269559505}}",0.341758698,0.181818182,0.307692308,0.591543615
1.246741295,0,0.460784346,0,0,3.880179923,0.350580812,"{'rouge-1': {'r': 0.21052631578947367, 'p': 0.25, 'f': 0.22857142360816338}, 'rouge-2': {'r': 0.1111111111111111, 'p': 0.10526315789473684, 'f': 0.10810810311176064}, 'rouge-l': {'r': 0.21052631578947367, 'p': 0.25, 'f': 0.22857142360816338}}",0.282336351,0.129032258,0.228571429,0.487428993
0.974522412,0.166666667,0.828889787,0,1,4.251629167,0.932050169,"{'rouge-1': {'r': 0.75, 'p': 0.7894736842105263, 'f': 0.7692307642340566}, 'rouge-2': {'r': 0.47619047619047616, 'p': 0.45454545454545453, 'f': 0.46511627407247164}, 'rouge-l': {'r': 0.75, 'p': 0.7894736842105263, 'f': 0.7692307642340566}}",0.735682025,0.6,0.75,0.86444062
-1.021619916,0.8,0.723143637,1,1,2.807354922,0.472448766,"{'rouge-1': {'r': 0.3, 'p': 0.42857142857142855, 'f': 0.3529411716262976}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.3, 'p': 0.42857142857142855, 'f': 0.3529411716262976}}",0.345724596,0.214285714,0.352941176,0.707106888
0.743562341,0.142857143,0.926296473,1,1,5.004061436,0.888301075,"{'rouge-1': {'r': 0.5116279069767442, 'p': 0.5945945945945946, 'f': 0.549999995028125}, 'rouge-2': {'r': 0.35714285714285715, 'p': 0.4166666666666667, 'f': 0.38461537964497045}, 'rouge-l': {'r': 0.4883720930232558, 'p': 0.5675675675675675, 'f': 0.5249999950281251}}",0.614584732,0.379310345,0.55,0.831609726
1.020556927,0,0.013567233,0,0,3.418295834,0.595909119,"{'rouge-1': {'r': 0.21428571428571427, 'p': 0.2727272727272727, 'f': 0.23999999507200007}, 'rouge-2': {'r': 0.07142857142857142, 'p': 0.09090909090909091, 'f': 0.0799999950720003}, 'rouge-l': {'r': 0.21428571428571427, 'p': 0.2727272727272727, 'f': 0.23999999507200007}}",0.443987236,0.136363636,0.24,0.730659008
1.060919285,0.2,0.278291613,0,1,4.481727679,0.801688313,"{'rouge-1': {'r': 0.5, 'p': 0.4, 'f': 0.4444444395061729}, 'rouge-2': {'r': 0.2857142857142857, 'p': 0.20689655172413793, 'f': 0.2399999951280001}, 'rouge-l': {'r': 0.5, 'p': 0.4, 'f': 0.4444444395061729}}",0.468807417,0.285714286,0.444444444,0.746973455
1.121884108,0,0.490230471,0,1,3.880179923,0.982219934,"{'rouge-1': {'r': 0.65, 'p': 0.8125, 'f': 0.7222222172839509}, 'rouge-2': {'r': 0.6521739130434783, 'p': 0.75, 'f': 0.6976744136289887}, 'rouge-l': {'r': 0.65, 'p': 0.8125, 'f': 0.7222222172839509}}",0.806851621,0.565217391,0.722222222,0.921540558
-1.136851072,2,0.709574163,1,1,4.165894208,0.958113909,"{'rouge-1': {'r': 0.8, 'p': 0.8421052631578947, 'f': 0.8205128155161079}, 'rouge-2': {'r': 0.75, 'p': 0.75, 'f': 0.749999995}, 'rouge-l': {'r': 0.8, 'p': 0.8421052631578947, 'f': 0.8205128155161079}}",0.840328679,0.695652174,0.820512821,0.960597694
1.035481691,0.428571429,0.173609257,1,0,4.363713276,0.700102568,"{'rouge-1': {'r': 0.38095238095238093, 'p': 0.36363636363636365, 'f': 0.37209301825851815}, 'rouge-2': {'r': 0.15, 'p': 0.12, 'f': 0.1333333283950619}, 'rouge-l': {'r': 0.38095238095238093, 'p': 0.36363636363636365, 'f': 0.37209301825851815}}",0.328968528,0.228571429,0.372093023,0.644527018
-0.755796611,0.5,0.798178136,0,1,4.004886164,0.817984581,"{'rouge-1': {'r': 0.5294117647058824, 'p': 0.5, 'f': 0.514285709289796}, 'rouge-2': {'r': 0.05555555555555555, 'p': 0.047619047619047616, 'f': 0.05128204631163757}, 'rouge-l': {'r': 0.47058823529411764, 'p': 0.4444444444444444, 'f': 0.4571428521469388}}",0.678322093,0.296296296,0.457142857,0.754803061
0.212273747,0.5,0.395149171,0,1,3.821928095,0.896239281,"{'rouge-1': {'r': 0.5294117647058824, 'p': 0.5625, 'f': 0.545454540459137}, 'rouge-2': {'r': 0.4444444444444444, 'p': 0.4444444444444444, 'f': 0.44444443944444445}, 'rouge-l': {'r': 0.5294117647058824, 'p': 0.5625, 'f': 0.545454540459137}}",0.618448882,0.375,0.545454545,0.848886073
0.571186364,0.666666667,0.030111924,0,1,3.892407119,0.777331948,"{'rouge-1': {'r': 0.6666666666666666, 'p': 0.625, 'f': 0.6451612853277836}, 'rouge-2': {'r': 0.47058823529411764, 'p': 0.4444444444444444, 'f': 0.4571428521469388}, 'rouge-l': {'r': 0.5333333333333333, 'p': 0.5, 'f': 0.5161290272632676}}",0.683638232,0.476190476,0.64516129,0.838199735
0.89158833,0.428571429,0.047681637,1,0,3.321928095,0.105026364,"{'rouge-1': {'r': 0.1, 'p': 0.1, 'f': 0.09999999500000027}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.1, 'p': 0.1, 'f': 0.09999999500000027}}",0.36906439,0.052631579,0.1,0.525689244
0.814910114,0.857142857,0.168221101,1,1,3.773557262,0.786709547,"{'rouge-1': {'r': 0.6153846153846154, 'p': 0.5714285714285714, 'f': 0.5925925875994514}, 'rouge-2': {'r': 0.14285714285714285, 'p': 0.14285714285714285, 'f': 0.14285713785714302}, 'rouge-l': {'r': 0.6153846153846154, 'p': 0.5714285714285714, 'f': 0.5925925875994514}}",0.732626137,0.421052632,0.592592593,0.784128308
0.859388411,0.4,0.790073574,1,1,4.186704346,0.806094825,"{'rouge-1': {'r': 0.5789473684210527, 'p': 0.5789473684210527, 'f': 0.5789473634210527}, 'rouge-2': {'r': 0.3333333333333333, 'p': 0.3333333333333333, 'f': 0.3333333283333334}, 'rouge-l': {'r': 0.5789473684210527, 'p': 0.5789473684210527, 'f': 0.5789473634210527}}",0.670273806,0.407407407,0.578947368,0.86453563
0.921940982,0.166666667,0.559540212,1,0,4.36382639,0.364421964,"{'rouge-1': {'r': 0.17391304347826086, 'p': 0.16, 'f': 0.16666666167534736}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.13043478260869565, 'p': 0.12, 'f': 0.12499999500868073}}",0.236044413,0.090909091,0.166666667,0.484934211
0.075937718,0.714285714,0.433242977,1,1,4.221928095,0.602057755,"{'rouge-1': {'r': 0.2692307692307692, 'p': 0.3888888888888889, 'f': 0.3181818133471075}, 'rouge-2': {'r': 0.12, 'p': 0.15789473684210525, 'f': 0.13636363145661173}, 'rouge-l': {'r': 0.23076923076923078, 'p': 0.3333333333333333, 'f': 0.2727272678925621}}",0.368688261,0.184210526,0.311111111,0.637452543
0.33831811,0.571428571,0.670200944,0,0,4.40385619,0.841656685,"{'rouge-1': {'r': 0.36, 'p': 0.36, 'f': 0.359999995}, 'rouge-2': {'r': 0.07692307692307693, 'p': 0.07407407407407407, 'f': 0.07547169311498787}, 'rouge-l': {'r': 0.36, 'p': 0.36, 'f': 0.359999995}}",0.545899128,0.157894737,0.272727273,0.732780635
0.925739944,0.333333333,0.902456522,1,1,4.247927513,0.965425313,"{'rouge-1': {'r': 0.8095238095238095, 'p': 0.8947368421052632, 'f': 0.8499999950125001}, 'rouge-2': {'r': 0.65, 'p': 0.7222222222222222, 'f': 0.68421052132964}, 'rouge-l': {'r': 0.8095238095238095, 'p': 0.8947368421052632, 'f': 0.8499999950125001}}",0.842522806,0.739130435,0.85,0.939831972
0.770671487,0.571428571,0.140770316,0,1,4.623516641,0.59478569,"{'rouge-1': {'r': 0.4230769230769231, 'p': 0.44, 'f': 0.4313725440215302}, 'rouge-2': {'r': 0.23076923076923078, 'p': 0.24, 'f': 0.23529411264898129}, 'rouge-l': {'r': 0.4230769230769231, 'p': 0.44, 'f': 0.4313725440215302}}",0.453929158,0.275,0.431372549,0.751197278
1.243750215,0,0.596464217,1,1,4.168295834,0.826021194,"{'rouge-1': {'r': 0.3333333333333333, 'p': 0.3, 'f': 0.31578946869806096}, 'rouge-2': {'r': 0.05555555555555555, 'p': 0.043478260869565216, 'f': 0.04878048287923905}, 'rouge-l': {'r': 0.2222222222222222, 'p': 0.2, 'f': 0.21052631080332423}}",0.525236814,0.1875,0.315789474,0.78942132
1.026484251,0.666666667,0.730053246,0,0,3.418295834,0.600775182,"{'rouge-1': {'r': 0.4444444444444444, 'p': 0.36363636363636365, 'f': 0.39999999505}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.3333333333333333, 'p': 0.2727272727272727, 'f': 0.2999999950500001}}",0.396405604,0.176470588,0.3,0.604732513
0.710230172,0.4,0.507865667,0,1,4,0.566307485,"{'rouge-1': {'r': 0.5, 'p': 0.4375, 'f': 0.46666666168888893}, 'rouge-2': {'r': 0.23076923076923078, 'p': 0.2, 'f': 0.21428570931122462}, 'rouge-l': {'r': 0.5, 'p': 0.4375, 'f': 0.46666666168888893}}",0.480675596,0.304347826,0.466666667,0.656082094
-0.166902602,0.333333333,0.827178299,0,1,4.32385619,0.933945954,"{'rouge-1': {'r': 0.7272727272727273, 'p': 0.7272727272727273, 'f': 0.7272727222727273}, 'rouge-2': {'r': 0.6666666666666666, 'p': 0.6666666666666666, 'f': 0.6666666616666668}, 'rouge-l': {'r': 0.7272727272727273, 'p': 0.7272727272727273, 'f': 0.7272727222727273}}",0.776337466,0.571428571,0.727272727,0.950900257
0.974314272,0.333333333,0.74026376,0,1,4.061482187,0.959040284,"{'rouge-1': {'r': 0.8888888888888888, 'p': 0.8421052631578947, 'f': 0.8648648598685172}, 'rouge-2': {'r': 0.7619047619047619, 'p': 0.7272727272727273, 'f': 0.7441860415143321}, 'rouge-l': {'r': 0.8888888888888888, 'p': 0.8421052631578947, 'f': 0.8648648598685172}}",0.831405235,0.636363636,0.777777778,0.955082655
1.253222346,0,0.718566954,0,0,3.584962501,0.629831433,"{'rouge-1': {'r': 0.25, 'p': 0.3333333333333333, 'f': 0.2857142808163266}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0625, 'p': 0.08333333333333333, 'f': 0.0714285665306126}}",0.326414879,0.166666667,0.285714286,0.501382589
0.786640286,0.5,0.597755015,0,0,4.680813428,0.777169108,"{'rouge-1': {'r': 0.5384615384615384, 'p': 0.5384615384615384, 'f': 0.5384615334615386}, 'rouge-2': {'r': 0.16129032258064516, 'p': 0.19230769230769232, 'f': 0.1754385915297016}, 'rouge-l': {'r': 0.5, 'p': 0.5, 'f': 0.4999999950000001}}",0.658397942,0.3,0.461538462,0.757223248
0.297470123,0.333333333,0.820989847,1,1,4.712814895,0.564218283,"{'rouge-1': {'r': 0.5, 'p': 0.5172413793103449, 'f': 0.508474571272623}, 'rouge-2': {'r': 0.10526315789473684, 'p': 0.1111111111111111, 'f': 0.10810810311176064}, 'rouge-l': {'r': 0.4, 'p': 0.41379310344827586, 'f': 0.4067796560183855}}",0.649036668,0.355555556,0.524590164,0.69551307
0.688973963,0.166666667,0.340580523,0,1,3.75,0.442318588,"{'rouge-1': {'r': 0.4444444444444444, 'p': 0.2857142857142857, 'f': 0.3478260821928167}, 'rouge-2': {'r': 0.3333333333333333, 'p': 0.21428571428571427, 'f': 0.26086956045368626}, 'rouge-l': {'r': 0.4444444444444444, 'p': 0.2857142857142857, 'f': 0.3478260821928167}}",0.372479827,0.210526316,0.347826087,0.504969478
1.143261433,0,0.394514263,0,0,4.639521843,0.868169844,"{'rouge-1': {'r': 0.7931034482758621, 'p': 0.7931034482758621, 'f': 0.7931034432758622}, 'rouge-2': {'r': 0.5, 'p': 0.4864864864864865, 'f': 0.49315067993244516}, 'rouge-l': {'r': 0.6206896551724138, 'p': 0.6206896551724138, 'f': 0.6206896501724138}}",0.785152988,0.657142857,0.793103448,0.87589407
1.011314154,0.1,0.868897557,1,0,3.640223929,0.817717671,"{'rouge-1': {'r': 0.4666666666666667, 'p': 0.5384615384615384, 'f': 0.4999999950255103}, 'rouge-2': {'r': 0.3333333333333333, 'p': 0.35714285714285715, 'f': 0.3448275812128419}, 'rouge-l': {'r': 0.4666666666666667, 'p': 0.5384615384615384, 'f': 0.4999999950255103}}",0.641883422,0.333333333,0.5,0.809544325
0.083147489,1,0.449146807,0,1,4.368522528,0.964485645,"{'rouge-1': {'r': 0.8095238095238095, 'p': 0.8095238095238095, 'f': 0.8095238045238096}, 'rouge-2': {'r': 0.6666666666666666, 'p': 0.6666666666666666, 'f': 0.6666666616666668}, 'rouge-l': {'r': 0.8095238095238095, 'p': 0.8095238095238095, 'f': 0.8095238045238096}}",0.902318895,0.68,0.80952381,0.961632669
0.942579329,0.4,0.272271872,0,0,4.651084443,0.451153636,"{'rouge-1': {'r': 0.25, 'p': 0.3076923076923077, 'f': 0.275862064019025}, 'rouge-2': {'r': 0.03125, 'p': 0.03571428571428571, 'f': 0.0333333283555563}, 'rouge-l': {'r': 0.25, 'p': 0.3076923076923077, 'f': 0.275862064019025}}",0.392538112,0.16,0.275862069,0.55588311
1.237569094,0.25,0.532544672,1,1,4.142664356,0.894460559,"{'rouge-1': {'r': 0.5882352941176471, 'p': 0.5882352941176471, 'f': 0.5882352891176471}, 'rouge-2': {'r': 0.3888888888888889, 'p': 0.3888888888888889, 'f': 0.3888888838888889}, 'rouge-l': {'r': 0.47058823529411764, 'p': 0.47058823529411764, 'f': 0.47058823029411767}}",0.648008643,0.4,0.571428571,0.829827547
